referenced_tweets/0/type,referenced_tweets/0/id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,reply_settings,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,in_reply_to_user_id,geo/place_id,id,conversation_id,lang,author_id,created_at,text,possibly_sensitive,source,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,attachments/media_keys/0,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text,context_annotations/0/entity/description,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,attachments/media_keys/1,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/2,attachments/media_keys/3,context_annotations/2/entity/description,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description
replied_to,"1,36416679154355E+018",0,0,0,0,everyone,0,14,Edurodriguezg,,,,,,,108722247,018e4aba7010ecbe,"1,36438834707924E+018","1,36416679154355E+018",es,131309263,2021-02-24T01:35:05+00:00,"@Edurodriguezg Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,57,0.6569,Person,Reinaldo Rafael Rodríguez,141,162,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,36432693636596E+018",0,0,0,0,everyone,0,10,natalemar,,,,,,,146852513,018e4aba7010ecbe,"1,36438806952117E+018","1,36432693636596E+018",es,131309263,2021-02-24T01:33:59+00:00,"@natalemar Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,53,0.6569,Person,Reinaldo Rafael Rodríguez,137,158,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,0,9,btonessi,,,,,,,57002650,018e4aba7010ecbe,"1,36438798303883E+018","1,36438798303883E+018",es,131309263,2021-02-24T01:33:38+00:00,"@btonessi 
Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,53,0.5399,Person,Reinaldo Rafael Rodríguez,137,158,0.5829,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,36438772930441E+018",0,0,0,0,everyone,0,16,DiariodeGuayana,,,,,,,163464536,018e4aba7010ecbe,"1,36438786257003E+018","1,36438772930441E+018",es,131309263,2021-02-24T01:33:10+00:00,"@DiariodeGuayana Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,59,0.6569,Person,Reinaldo Rafael Rodríguez,143,164,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,3641887290202E+018",25,0,4,0,everyone,0,9,LDanieri,,,,,,,65533151,018e4aba7010ecbe,"1,36438774673169E+018","1,3641887290202E+018",es,131309263,2021-02-24T01:32:42+00:00,"@LDanieri Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,52,0.6569,Person,Reinaldo Rafael Rodríguez,136,157,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,36438747985232E+018",0,0,1,0,everyone,0,15,DiarioPrimicia,,,,,,,293791614,018e4aba7010ecbe,"1,36438760877269E+018","1,36438747985232E+018",es,131309263,2021-02-24T01:32:09+00:00,"@DiarioPrimicia Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,58,0.6569,Person,Reinaldo Rafael Rodríguez,142,163,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,0,0,everyone,20,34,LosOlivosInfo,,,,,,,,01a74227630d48a8,"1,3642276644002E+018","1,3642276644002E+018",es,108841517,2021-02-23T14:56:35+00:00,*SERVICIO PUBLICO * @LosOlivosInfo https://t.co/gCSorwcnvb,False,Twitter for Android,,,,,,35,58,https://t.co/gCSorwcnvb,https://twitter.com/Manualfred34/status/1364227664400195588/photo/1,pic.twitter.com/gCSorwcnvb,,,,,,,,,,,,,,,,,,,"3,13642276554537E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1,2,0,everyone,,,,,,,,,,,00a2a42766e402f5,"1,36403742795054E+018","1,36403742795054E+018",es,87543123,2021-02-23T02:20:40+00:00,"MENTIRA!!! 🗣️ Los servicios públicos públicos en #Carache han experimentado un deterioro jamás visto  bajo la nefasta administración de esta alcaldesa, calles en penumbras por falta de alumbrado publico, comunidades pasan días sin el servicio de agua. Abro 🧵 https://t.co/74ql4HggFX",False,Twitter for Android,,,,,,259,282,https://t.co/74ql4HggFX,https://twitter.com/javierlugo21/status/1364037427950538755/photo/1,pic.twitter.com/74ql4HggFX,49,57,Carache,,,,,,,,,,,,,,,,"3,13640370971584E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,282,https://t.co/74ql4HggFX,https://twitter.com/javierlugo21/status/1364037427950538755/photo/1,pic.twitter.com/74ql4HggFX,"3,13640374233788E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,1,68,2,everyone,,,,,,,,,,,012af435641420c7,"1,36389317895327E+018","1,36389317895327E+018",es,130268361,2021-02-22T16:47:28+00:00,"Servicio Público:
Agatha All Along está en Spotify
#AgathaAllAlong 
#AgathaHarkness https://t.co/FTWe4UtBUi",False,Twitter for Android,45,Brand Vertical,Top level entities that describe a Brands industry,"7,81974597310616E+017",Entertainment,84,107,https://t.co/FTWe4UtBUi,https://twitter.com/Diegodalt/status/1363893178953269248/photo/1,pic.twitter.com/FTWe4UtBUi,51,66,AgathaAllAlong,68,83,AgathaHarkness,,,,,,,,,,,,,"3,1363893174155E+019",17,33,0.3061,Other,Agatha All Along,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Brand Category,Categories within Brand Verticals that narrow down the scope of Brands,"7,81974597222535E+017",Online Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Brand,Brands and Companies,10040276669,Spotify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,01d677e97eae46b3,"1,3636458324872E+018","1,3636458324872E+018",es,3003953057,2021-02-22T00:24:36+00:00,"Servicio de barrido manual de brocales y aceras, recogida de basura dos veces por semana, limpieza de márgenes viales, alumbrado público, riego del arbolado, cuidado de plazas, espacios recreativos y deportivos, ¿será mucho exigir para Lagunillas?
🧹🚛💡🗑️🌳💦#ciudadojeda",False,Twitter for Android,,,,,,,,,,,255,267,ciudadojeda,,,,,,,,,,,,,,,,,236,245,0.7949,Place,Lagunillas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,0,10,2,everyone,17,31,NicolasMaduro,207,221,NicolasMaduro,222,238,TransporteGobVe,,00ec4c32070f5076,"1,36363629466504E+018","1,36363629466504E+018",es,832042898,2021-02-21T23:46:42+00:00,"#AsiLoDijo Pdte. @NicolasMaduro:  ""Me alegra que contemos con el sistema de nuevas tarjetas para el pago del servicio público hecha por los propios trabajadores, con una tarifa justa"".

#GMTVzlaEnVictoria 

@NicolasMaduro @TransporteGobVe @HAbreuMRT https://t.co/KthKTmUEMA",False,Twitter for Android,10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,250,273,https://t.co/KthKTmUEMA,https://twitter.com/VENAVEGAGOB/status/1363636294665043969/photo/1,pic.twitter.com/KthKTmUEMA,0,10,AsiLoDijo,186,204,GMTVzlaEnVictoria,,,,,,,239,249,HAbreuMRT,,,,"3,13636362886546E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,36312451902887E+018",0,0,0,0,everyone,0,15,Marcoaurelioqg,16,31,Presidencia_VE,255,267,NoticiasONU,84439795,00ef60bb0d238e05,"1,36342154152713E+018","1,36312451902887E+018",es,"1,06716441657833E+018",2021-02-21T09:33:21+00:00,@Marcoaurelioqg @Presidencia_VE Muchas Colas en Estaciones de servicio de Gasolina colas LARGUÍSIMAS en las subsidiadas pero también  hay cola en las de precio Internacional un poquito más  cortas porque el pueblo no le alcanza salario público para pagar.@NoticiasONU @OEA_oficial  @ONU_es @OEA_parlamentos,False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,268,280,OEA_oficial,282,289,ONU_es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,306,OEA_parlamentos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,0,7,0,everyone,,,,,,,,,,,012a9ff7509f33b5,"1,36329978700151E+018","1,36329978700151E+018",es,3108529923,2021-02-21T01:29:32+00:00,"La DdP-Sucre realizó labor de vigilancia en la estación de servicio del Municipio Ribero, con el propósito de velar por el buen funcionamiento de la prestación de este servicio público, como lo es el Suministro del combustible a los conductores del pueblo de Cariaco. #DDHH https://t.co/UNW3VheSv5",False,Twitter for Android,,,,,,274,297,https://t.co/UNW3VheSv5,https://twitter.com/defen_sucre/status/1363299787001507842/photo/1,pic.twitter.com/UNW3VheSv5,268,273,DDHH,,,,,,,,,,,,,,,,"3,13632997757356E+019",3,11,0.3542,Organization,DdP-Sucre,72,87,0.5329,Place,Municipio Ribero,259,265,0.7956,Place,Cariaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,36325588883702E+018",0,0,0,0,everyone,37,50,CNP_Carabobo,,,,,,,,012af435641420c7,"1,36327096259517E+018","1,36327096259517E+018",es,191103743,2021-02-20T23:35:00+00:00,Tomar en cuenta esta advertencia del @CNP_Carabobo no solicitamos dinero cuando se realiza un servicio público. Gracias por apoyarnos para seguir ayudando a los agremiados y familiares. Este tipo de estafa es la nueva modalidad delictiva. Con este llamado queremos alertarlos. https://t.co/0ZAItsQFaL,False,Twitter for iPhone,,,,,,277,300,https://t.co/0ZAItsQFaL,https://twitter.com/CNP_Carabobo/status/1363255888837017601,twitter.com/CNP_Carabobo/s…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,36311829370444E+018",0,0,0,0,everyone,0,12,Watcher_Ven,,,,,,,59029006,00fef4361f2ad538,"1,36324410569071E+018","1,36311829370444E+018",es,122795601,2021-02-20T21:48:17+00:00,"@Watcher_Ven La verdad que son unos desgraciados, 25 años de servicio público, excelente profesional, honesta y con reconocimientos de servidora pública, pena ajena.",False,Twitter for iPhone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,67,18,124,4,everyone,,,,,,,,,,,01a73d6169f504ac,"1,3632188058922E+018","1,3632188058922E+018",es,49486443,2021-02-20T20:07:45+00:00,"Un día publicamos un servicio público para una persona que estaba enferma. Las linsorias contactaron a la esposa del enfermo y la estafaron.
El enfermo murió.
No dejo de pensar en el infeliz estafador que se aprovechó de la desesperación de la señora.",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,0,0,everyone,0,13,CircuitoOnda,,,,,,,57492194,018e4aba7010ecbe,"1,36315567615607E+018","1,36315567615607E+018",es,131309263,2021-02-20T15:56:54+00:00,"@CircuitoOnda 
Servicio público
Reinaldo Rodriguez,  quien está en el seguro social sala de emergencia paseo Meneses de CiudadBolivar  , necesita una tomografía abdominal urgente , agradece  hacer un pago móvil a  Irene Cedeño

PAGAR 0191 04147643103 12128790

Gracias .",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,49,0.6489,Person,Reinaldo Rodriguez,120,132,0.6024,Place,CiudadBolivar,214,225,834,Person,Irene Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,0,0,everyone,0,11,Onda1035fm,12,25,Serenateando,,,,337650579,018e4aba7010ecbe,"1,36315524621058E+018","1,36315524621058E+018",es,131309263,2021-02-20T15:55:11+00:00,"@Onda1035fm @Serenateando  Servicio público
Reinaldo Rafael Rodriguez,  está en el seguro social sala de emergencia paseo Meneses de CiudadBolivar  , necesita una tomografía abdominal urgente , agradece  hacer un pago móvil a  Irene Cedeño
PAGAR 0191 04147643103 12128790",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,68,0.5886,Person,Reinaldo Rafael Rodriguez,133,145,0.5566,Place,CiudadBolivar,227,238,0.7863,Person,Irene Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,008af77d1b1cf7a3,"1,36283564748515E+018","1,36283564748515E+018",es,887797112,2021-02-19T18:45:13+00:00,Servicio Público em Venezuela https://t.co/VHpxdHnLTq,False,Instagram,,,,,,30,53,https://t.co/VHpxdHnLTq,https://www.instagram.com/p/CLe_wgVnULn/?igshid=16ig32vgel7lc,instagram.com/p/CLe_wgVnULn/…,,,,,,,,,,,,,,,,,,,,20,28,0.8522,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-65.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,36254619513516E+018",0,0,0,0,everyone,,,,,,,,,,,00ec4c32070f5076,"1,3627591098844E+018","1,3627591098844E+018",es,124486082,2021-02-19T13:41:05+00:00,"Que peligro, servicio público malo y encima la guerrilla en la capital y centro del país..es más, no debería haber nada, ni rumores sobres la presencia de éstos irregulares.. https://t.co/XLcqUAlHOR",False,Twitter for Android,,,,,,175,198,https://t.co/XLcqUAlHOR,https://twitter.com/AccesoaJusticia/status/1362546195135156224,twitter.com/AccesoaJustici…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,36274422208077E+018",1,0,0,0,everyone,0,12,globovision,,,,,,,17485551,018e4aba7010ecbe,"1,36274497037378E+018","1,36274422208077E+018",es,131309263,2021-02-19T12:44:54+00:00,"@globovision Servicio público
Reinaldo Rafael Rodriguez,  hospital del seguro social sala de emergencia paseo Meneses  #CiudadBolivar, necesita #tomografía abdominal urgente y agradece  hacer un pago móvil a Irene Cedeño

PAGAR 0191 04147643103 12128790 

Gracias por apoyar .",False,Twitter for Android,,,,,,,,,,,119,133,CiudadBolivar,144,155,tomografía,,,,,,,,,,,,,,30,54,0.6014,Person,Reinaldo Rafael Rodriguez,208,219,0.8633,Person,Irene Cedeño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,101,2,41,1,everyone,,,,,,,,,,,01be351754bcbe13,"1,36240828234276E+018","1,36240828234276E+018",es,65533151,2021-02-18T14:27:01+00:00,"SERVICIO PÚBLICO

Una amiga se consiguió ésta cedula en el CC Aventura de #Maracaibo. El propietario de ese documento puede llamar al numero 0414-632.02.32. Se que sacar una cédula ahorita es mas difícil que viajar de #Caracas hasta aquí.

#Venezuela #Zulia https://t.co/YmD3lzPQ8p",False,Twitter for Android,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel","8,39159814991167E+017",Travel,258,281,https://t.co/YmD3lzPQ8p,https://twitter.com/LDanieri/status/1362408282342756357/photo/1,pic.twitter.com/YmD3lzPQ8p,74,84,Maracaibo,218,226,Caracas,240,250,Venezuela,251,257,Zulia,,,,,,,"3,13624082804804E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travel,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations","8,39160129752687E+017",General Travel,General Travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,Interests and Hobbies,"Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks","8,49076092111536E+017",Adventure travel,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel","8,39159814991167E+017",Travel,,,,,,,,,,,,,,,,,,,,,,,,,Adventure travel,Travel,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations","8,57603051657482E+017",Destinations,Destinations
,,3,0,0,0,everyone,,,,,,,,,,,002e2add0d1ff144,"1,36176360706796E+018","1,36176360706796E+018",es,"9,87128299481682E+017",2021-02-16T19:45:18+00:00,"Servicio Público

Ayudemos a Dylan un niño de apenas 5 años que necesita una operación de urgencia de sus pies.

Ayudemos a Dylan en Ciudad Ojeda https://t.co/KWSZrm9W3r",False,Instagram,,,,,,146,169,https://t.co/KWSZrm9W3r,https://www.instagram.com/p/CLXYQAlF0vG/?igshid=s6nfhuls4mok,instagram.com/p/CLXYQAlF0vG/…,,,,,,,,,,,,,,,,,,,,29,33,0.9719,Person,Dylan,124,128,0.9765,Person,Dylan,133,144,0.9401,Place,Ciudad Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-71.3102,10.1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,36133890648712E+018",0,0,1,0,everyone,,,,,,,,,,,01be351754bcbe13,"1,36134517670329E+018","1,36134517670329E+018",es,137936101,2021-02-15T16:02:37+00:00,"Repitan esto cada vez que hagan una cola para surtir gasolina, en un banco, para comprar gas o para necesitar cualquier servicio público. https://t.co/EDcGLLBAvk",False,Twitter for Android,,,,,,138,161,https://t.co/EDcGLLBAvk,https://twitter.com/mgao71/status/1361338906487123971,twitter.com/mgao71/status/…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
